,modality,abcd_structure,abcd_description,atlas_description,atlas,atlas_value,atlas_fname
rsfmri_cor_ngd_vta_scs_hprh,fmri,mrirscor02,Average correlation between ventral attention network and ASEG ROI right-hippocampus,Right Hippocampus,Subcortical,19,/Volumes/projects_herting/LABDOCS/Personnel/Katie/deltaABCD_clustering/resources/harvox-subcortical-maxprob-thr50-2mm.nii
rsfmri_cor_ngd_vta_scs_agrh,fmri,mrirscor02,Average correlation between ventral attention network and ASEG ROI right-amygdala,Right Amygdala,Subcortical,20,/Volumes/projects_herting/LABDOCS/Personnel/Katie/deltaABCD_clustering/resources/harvox-subcortical-maxprob-thr50-2mm.nii
rsfmri_cor_ngd_vta_scs_aarh,fmri,mrirscor02,Average correlation between ventral attention network and ASEG ROI right-accumbens-area,Right Accumbens,Subcortical,21,/Volumes/projects_herting/LABDOCS/Personnel/Katie/deltaABCD_clustering/resources/harvox-subcortical-maxprob-thr50-2mm.nii
rsfmri_cor_ngd_vta_scs_vtdcrh,fmri,mrirscor02,Average correlation between ventral attention network and ASEG ROI right-ventraldc,,Subcortical,,/Volumes/projects_herting/LABDOCS/Personnel/Katie/deltaABCD_clustering/resources/harvox-subcortical-maxprob-thr50-2mm.nii
rsfmri_cor_ngd_vs_scs_crcxlh,fmri,mrirscor02,Average correlation between visual network and ASEG ROI left-cerebellum-cortex,,Subcortical,,/Volumes/projects_herting/LABDOCS/Personnel/Katie/deltaABCD_clustering/resources/harvox-subcortical-maxprob-thr50-2mm.nii
rsfmri_cor_ngd_vs_scs_thplh,fmri,mrirscor02,Average correlation between visual network and ASEG ROI left-thalamus-proper,Left Thalamus,Subcortical,4,/Volumes/projects_herting/LABDOCS/Personnel/Katie/deltaABCD_clustering/resources/harvox-subcortical-maxprob-thr50-2mm.nii
rsfmri_cor_ngd_vs_scs_cdelh,fmri,mrirscor02,Average correlation between visual network and ASEG ROI left-caudate,Left Caudate,Subcortical,5,/Volumes/projects_herting/LABDOCS/Personnel/Katie/deltaABCD_clustering/resources/harvox-subcortical-maxprob-thr50-2mm.nii
rsfmri_cor_ngd_vs_scs_ptlh,fmri,mrirscor02,Average correlation between visual network and ASEG ROI left-putamen,Left Putamen,Subcortical,6,/Volumes/projects_herting/LABDOCS/Personnel/Katie/deltaABCD_clustering/resources/harvox-subcortical-maxprob-thr50-2mm.nii
rsfmri_cor_ngd_vs_scs_pllh,fmri,mrirscor02,Average correlation between visual network and ASEG ROI left-pallidum,Left Pallidum,Subcortical,7,/Volumes/projects_herting/LABDOCS/Personnel/Katie/deltaABCD_clustering/resources/harvox-subcortical-maxprob-thr50-2mm.nii
rsfmri_cor_ngd_vs_scs_bs,fmri,mrirscor02,Average correlation between visual network and ASEG ROI brain-stem,Brain-Stem,Subcortical,8,/Volumes/projects_herting/LABDOCS/Personnel/Katie/deltaABCD_clustering/resources/harvox-subcortical-maxprob-thr50-2mm.nii
rsfmri_cor_ngd_vs_scs_hplh,fmri,mrirscor02,Average correlation between visual network and ASEG ROI left-hippocampus,Left Hippocampus,Subcortical,9,/Volumes/projects_herting/LABDOCS/Personnel/Katie/deltaABCD_clustering/resources/harvox-subcortical-maxprob-thr50-2mm.nii
rsfmri_cor_ngd_vs_scs_aglh,fmri,mrirscor02,Average correlation between visual network and ASEG ROI left-amygdala,Left Amygdala,Subcortical,10,/Volumes/projects_herting/LABDOCS/Personnel/Katie/deltaABCD_clustering/resources/harvox-subcortical-maxprob-thr50-2mm.nii
rsfmri_cor_ngd_vs_scs_aalh,fmri,mrirscor02,Average correlation between visual network and ASEG ROI left-accumbens-area,Left Accumbens,Subcortical,11,/Volumes/projects_herting/LABDOCS/Personnel/Katie/deltaABCD_clustering/resources/harvox-subcortical-maxprob-thr50-2mm.nii
rsfmri_cor_ngd_vs_scs_vtdclh,fmri,mrirscor02,Average correlation between visual network and ASEG ROI left-ventraldc,,Subcortical,,/Volumes/projects_herting/LABDOCS/Personnel/Katie/deltaABCD_clustering/resources/harvox-subcortical-maxprob-thr50-2mm.nii
rsfmri_cor_ngd_vs_scs_crcxrh,fmri,mrirscor02,Average correlation between visual network and ASEG ROI right-cerebellum-cortex,,Subcortical,,/Volumes/projects_herting/LABDOCS/Personnel/Katie/deltaABCD_clustering/resources/harvox-subcortical-maxprob-thr50-2mm.nii
rsfmri_cor_ngd_vs_scs_thprh,fmri,mrirscor02,Average correlation between visual network and ASEG ROI right-thalamus-proper,Right Thalamus,Subcortical,15,/Volumes/projects_herting/LABDOCS/Personnel/Katie/deltaABCD_clustering/resources/harvox-subcortical-maxprob-thr50-2mm.nii
rsfmri_cor_ngd_vs_scs_cderh,fmri,mrirscor02,Average correlation between visual network and ASEG ROI right-caudate,Right Caudate,Subcortical,16,/Volumes/projects_herting/LABDOCS/Personnel/Katie/deltaABCD_clustering/resources/harvox-subcortical-maxprob-thr50-2mm.nii
rsfmri_cor_ngd_vs_scs_ptrh,fmri,mrirscor02,Average correlation between visual network and ASEG ROI right-putamen,Right Putamen,Subcortical,17,/Volumes/projects_herting/LABDOCS/Personnel/Katie/deltaABCD_clustering/resources/harvox-subcortical-maxprob-thr50-2mm.nii
rsfmri_cor_ngd_vs_scs_plrh,fmri,mrirscor02,Average correlation between visual network and ASEG ROI right-pallidum,Right Pallidum,Subcortical,18,/Volumes/projects_herting/LABDOCS/Personnel/Katie/deltaABCD_clustering/resources/harvox-subcortical-maxprob-thr50-2mm.nii
rsfmri_cor_ngd_vs_scs_hprh,fmri,mrirscor02,Average correlation between visual network and ASEG ROI right-hippocampus,Right Hippocampus,Subcortical,19,/Volumes/projects_herting/LABDOCS/Personnel/Katie/deltaABCD_clustering/resources/harvox-subcortical-maxprob-thr50-2mm.nii
rsfmri_cor_ngd_vs_scs_agrh,fmri,mrirscor02,Average correlation between visual network and ASEG ROI right-amygdala,Right Amygdala,Subcortical,20,/Volumes/projects_herting/LABDOCS/Personnel/Katie/deltaABCD_clustering/resources/harvox-subcortical-maxprob-thr50-2mm.nii
rsfmri_cor_ngd_vs_scs_aarh,fmri,mrirscor02,Average correlation between visual network and ASEG ROI right-accumbens-area,Right Accumbens,Subcortical,21,/Volumes/projects_herting/LABDOCS/Personnel/Katie/deltaABCD_clustering/resources/harvox-subcortical-maxprob-thr50-2mm.nii
rsfmri_cor_ngd_vs_scs_vtdcrh,fmri,mrirscor02,Average correlation between visual network and ASEG ROI right-ventraldc,,Subcortical,,/Volumes/projects_herting/LABDOCS/Personnel/Katie/deltaABCD_clustering/resources/harvox-subcortical-maxprob-thr50-2mm.nii
dmri_rsirni_fib_fxrh,rsi,abcd_drsip101,restricted normalized isotropic diffusion AtlasTrack fiber segmentation right fornix,"FiberNumber
101    R fornix
Name: LongFiberName, dtype: object",Fiber Atlas,101,/Volumes/projects_herting/LABDOCS/PROJECTS/ABCD/ABCD_Outcomes/ABCD-brain outcomes/AtlasTrack/fibertract_visualization/ABCD Atlas Track ROIs/fiber_101_mni.nii.gz
dmri_rsirni_fib_fxlh,rsi,abcd_drsip101,restricted normalized isotropic diffusion AtlasTrack fiber segmentation left fornix,"FiberNumber
102    L fornix
Name: LongFiberName, dtype: object",Fiber Atlas,102,/Volumes/projects_herting/LABDOCS/PROJECTS/ABCD/ABCD_Outcomes/ABCD-brain outcomes/AtlasTrack/fibertract_visualization/ABCD Atlas Track ROIs/fiber_102_mni.nii.gz
dmri_rsirni_fib_cgcrh,rsi,abcd_drsip101,restricted normalized isotropic diffusion AtlasTrack fiber segmentation right cingulate cingulum,"FiberNumber
103    R cingulum (cingulate)
Name: LongFiberName, dtype: object",Fiber Atlas,103,/Volumes/projects_herting/LABDOCS/PROJECTS/ABCD/ABCD_Outcomes/ABCD-brain outcomes/AtlasTrack/fibertract_visualization/ABCD Atlas Track ROIs/fiber_103_mni.nii.gz
dmri_rsirni_fib_cgclh,rsi,abcd_drsip101,restricted normalized isotropic diffusion AtlasTrack fiber segmentation left cingulate cingulum,"FiberNumber
104    L cingulum (cingulate)
Name: LongFiberName, dtype: object",Fiber Atlas,104,/Volumes/projects_herting/LABDOCS/PROJECTS/ABCD/ABCD_Outcomes/ABCD-brain outcomes/AtlasTrack/fibertract_visualization/ABCD Atlas Track ROIs/fiber_104_mni.nii.gz
dmri_rsirni_fib_cghrh,rsi,abcd_drsip101,restricted normalized isotropic diffusion AtlasTrack fiber segmentation right parahpcm cingulum,"FiberNumber
105    R cingulum (parahippocampal)
Name: LongFiberName, dtype: object",Fiber Atlas,105,/Volumes/projects_herting/LABDOCS/PROJECTS/ABCD/ABCD_Outcomes/ABCD-brain outcomes/AtlasTrack/fibertract_visualization/ABCD Atlas Track ROIs/fiber_105_mni.nii.gz
dmri_rsirni_fib_cghlh,rsi,abcd_drsip101,restricted normalized isotropic diffusion AtlasTrack fiber segmentation left parahpcm cingulum,"FiberNumber
106    L cingulum (parahippocampal)
Name: LongFiberName, dtype: object",Fiber Atlas,106,/Volumes/projects_herting/LABDOCS/PROJECTS/ABCD/ABCD_Outcomes/ABCD-brain outcomes/AtlasTrack/fibertract_visualization/ABCD Atlas Track ROIs/fiber_106_mni.nii.gz
dmri_rsirni_fib_cstrh,rsi,abcd_drsip101,restricted normalized isotropic diffusion AtlasTrack fiber segmentation right corticospinal/pyramidal,"FiberNumber
107    R corticospinal tract or pyramidal tract
Name: LongFiberName, dtype: object",Fiber Atlas,107,/Volumes/projects_herting/LABDOCS/PROJECTS/ABCD/ABCD_Outcomes/ABCD-brain outcomes/AtlasTrack/fibertract_visualization/ABCD Atlas Track ROIs/fiber_107_mni.nii.gz
dmri_rsirni_fib_cstlh,rsi,abcd_drsip101,restricted normalized isotropic diffusion AtlasTrack fiber segmentation left corticospinal/pyramidal,"FiberNumber
108    L corticospinal tract or pyramidal tract
Name: LongFiberName, dtype: object",Fiber Atlas,108,/Volumes/projects_herting/LABDOCS/PROJECTS/ABCD/ABCD_Outcomes/ABCD-brain outcomes/AtlasTrack/fibertract_visualization/ABCD Atlas Track ROIs/fiber_108_mni.nii.gz
dmri_rsirni_fib_atrrh,rsi,abcd_drsip101,restricted normalized isotropic diffusion AtlasTrack fiber segmentation right anterior thalamic radiations,"FiberNumber
109    R anterior thalamic radiations
Name: LongFiberName, dtype: object",Fiber Atlas,109,/Volumes/projects_herting/LABDOCS/PROJECTS/ABCD/ABCD_Outcomes/ABCD-brain outcomes/AtlasTrack/fibertract_visualization/ABCD Atlas Track ROIs/fiber_109_mni.nii.gz
dmri_rsirni_fib_atrlh,rsi,abcd_drsip101,restricted normalized isotropic diffusion AtlasTrack fiber segmentation left right anterior thalamic radiations,"FiberNumber
110    L anterior thalamic radiations
Name: LongFiberName, dtype: object",Fiber Atlas,110,/Volumes/projects_herting/LABDOCS/PROJECTS/ABCD/ABCD_Outcomes/ABCD-brain outcomes/AtlasTrack/fibertract_visualization/ABCD Atlas Track ROIs/fiber_110_mni.nii.gz
dmri_rsirni_fib_uncrh,rsi,abcd_drsip101,restricted normalized isotropic diffusion AtlasTrack fiber segmentation right uncinate fasciculus,"FiberNumber
115    R uncinate fasciculus
Name: LongFiberName, dtype: object",Fiber Atlas,115,/Volumes/projects_herting/LABDOCS/PROJECTS/ABCD/ABCD_Outcomes/ABCD-brain outcomes/AtlasTrack/fibertract_visualization/ABCD Atlas Track ROIs/fiber_115_mni.nii.gz
dmri_rsirni_fib_unclh,rsi,abcd_drsip101,restricted normalized isotropic diffusion AtlasTrack fiber segmentation left uncinate,"FiberNumber
116    L uncinate fasciculus
Name: LongFiberName, dtype: object",Fiber Atlas,116,/Volumes/projects_herting/LABDOCS/PROJECTS/ABCD/ABCD_Outcomes/ABCD-brain outcomes/AtlasTrack/fibertract_visualization/ABCD Atlas Track ROIs/fiber_116_mni.nii.gz
dmri_rsirni_fib_ilfrh,rsi,abcd_drsip101,restricted normalized isotropic diffusion AtlasTrack fiber segmentation right inferior longitudinal fasciculus,"FiberNumber
117    R inferior longitudinal fasciculus
Name: LongFiberName, dtype: object",Fiber Atlas,117,/Volumes/projects_herting/LABDOCS/PROJECTS/ABCD/ABCD_Outcomes/ABCD-brain outcomes/AtlasTrack/fibertract_visualization/ABCD Atlas Track ROIs/fiber_117_mni.nii.gz
dmri_rsirni_fib_ilflh,rsi,abcd_drsip101,restricted normalized isotropic diffusion AtlasTrack fiber segmentation left inferior longitudinal fasciculus,"FiberNumber
118    L inferior longitudinal fasciculus
Name: LongFiberName, dtype: object",Fiber Atlas,118,/Volumes/projects_herting/LABDOCS/PROJECTS/ABCD/ABCD_Outcomes/ABCD-brain outcomes/AtlasTrack/fibertract_visualization/ABCD Atlas Track ROIs/fiber_118_mni.nii.gz
dmri_rsirni_fib_iforh,rsi,abcd_drsip101,restricted normalized isotropic diffusion AtlasTrack fiber segmentation right inferior fronto-occipital fasciculus,"FiberNumber
119    R inferior fronto-occipital fasciculus
Name: LongFiberName, dtype: object",Fiber Atlas,119,/Volumes/projects_herting/LABDOCS/PROJECTS/ABCD/ABCD_Outcomes/ABCD-brain outcomes/AtlasTrack/fibertract_visualization/ABCD Atlas Track ROIs/fiber_119_mni.nii.gz
dmri_rsirni_fib_ifolh,rsi,abcd_drsip101,restricted normalized isotropic diffusion AtlasTrack fiber segmentation left inferior fronto-occipital fasciculus,"FiberNumber
120    L inferior fronto-occipital fasciculus
Name: LongFiberName, dtype: object",Fiber Atlas,120,/Volumes/projects_herting/LABDOCS/PROJECTS/ABCD/ABCD_Outcomes/ABCD-brain outcomes/AtlasTrack/fibertract_visualization/ABCD Atlas Track ROIs/fiber_120_mni.nii.gz
dmri_rsirni_fib_fmaj,rsi,abcd_drsip101,restricted normalized isotropic diffusion AtlasTrack fiber segmentation forceps major,,Fiber Atlas,,
dmri_rsirni_fib_fmin,rsi,abcd_drsip101,restricted normalized isotropic diffusion AtlasTrack fiber segmentation forceps minor,,Fiber Atlas,,
dmri_rsirni_fib_cc,rsi,abcd_drsip101,restricted normalized isotropic diffusion AtlasTrack fiber segmentation corpus callosum,,Fiber Atlas,,
dmri_rsirni_fib_slfrh,rsi,abcd_drsip101,restricted normalized isotropic diffusion AtlasTrack fiber segmentation right superior longitudinal fasciculus,"FiberNumber
133    R superior longitudinal fasciculus
Name: LongFiberName, dtype: object",Fiber Atlas,133,/Volumes/projects_herting/LABDOCS/PROJECTS/ABCD/ABCD_Outcomes/ABCD-brain outcomes/AtlasTrack/fibertract_visualization/ABCD Atlas Track ROIs/fiber_133_mni.nii.gz
dmri_rsirni_fib_slflh,rsi,abcd_drsip101,restricted normalized isotropic diffusion AtlasTrack fiber segmentation left superior longitudinal fasciculus,"FiberNumber
134    L superior longitudinal fasciculus
Name: LongFiberName, dtype: object",Fiber Atlas,134,/Volumes/projects_herting/LABDOCS/PROJECTS/ABCD/ABCD_Outcomes/ABCD-brain outcomes/AtlasTrack/fibertract_visualization/ABCD Atlas Track ROIs/fiber_134_mni.nii.gz
dmri_rsirni_fib_tslfrh,rsi,abcd_drsip101,restricted normalized isotropic diffusion AtlasTrack fiber segmentation right temporal superior longitudinal fasiculus,"FiberNumber
135    R temporal superior longitudinal fasciculus
Name: LongFiberName, dtype: object",Fiber Atlas,135,/Volumes/projects_herting/LABDOCS/PROJECTS/ABCD/ABCD_Outcomes/ABCD-brain outcomes/AtlasTrack/fibertract_visualization/ABCD Atlas Track ROIs/fiber_135_mni.nii.gz
dmri_rsirni_fib_tslflh,rsi,abcd_drsip101,restricted normalized isotropic diffusion AtlasTrack fiber segmentation left temporal superior longitudinal fasiculus,"FiberNumber
136    L temporal superior longitudinal fasciculus
Name: LongFiberName, dtype: object",Fiber Atlas,136,/Volumes/projects_herting/LABDOCS/PROJECTS/ABCD/ABCD_Outcomes/ABCD-brain outcomes/AtlasTrack/fibertract_visualization/ABCD Atlas Track ROIs/fiber_136_mni.nii.gz
dmri_rsirni_fib_pslfrh,rsi,abcd_drsip101,restricted normalized isotropic diffusion AtlasTrack fiber segmentation right parietal superior longitudinal fasiculus,"FiberNumber
137    R parietal superior longitudinal fasciculus
Name: LongFiberName, dtype: object",Fiber Atlas,137,/Volumes/projects_herting/LABDOCS/PROJECTS/ABCD/ABCD_Outcomes/ABCD-brain outcomes/AtlasTrack/fibertract_visualization/ABCD Atlas Track ROIs/fiber_137_mni.nii.gz
dmri_rsirni_fib_pslflh,rsi,abcd_drsip101,restricted normalized isotropic diffusion AtlasTrack fiber segmentation left parietal superior longitudinal fasiculus,"FiberNumber
138    L parietal superior longitudinal fasciculus
Name: LongFiberName, dtype: object",Fiber Atlas,138,/Volumes/projects_herting/LABDOCS/PROJECTS/ABCD/ABCD_Outcomes/ABCD-brain outcomes/AtlasTrack/fibertract_visualization/ABCD Atlas Track ROIs/fiber_138_mni.nii.gz
dmri_rsirni_fib_scsrh,rsi,abcd_drsip101,restricted normalized isotropic diffusion AtlasTrack fiber segmentation right superior corticostriate,"FiberNumber
141    R superior corticostriate
Name: LongFiberName, dtype: object",Fiber Atlas,141,/Volumes/projects_herting/LABDOCS/PROJECTS/ABCD/ABCD_Outcomes/ABCD-brain outcomes/AtlasTrack/fibertract_visualization/ABCD Atlas Track ROIs/fiber_141_mni.nii.gz
dmri_rsirni_fib_scslh,rsi,abcd_drsip101,restricted normalized isotropic diffusion AtlasTrack fiber segmentation left superior corticostriate,"FiberNumber
142    L superior corticostriate
Name: LongFiberName, dtype: object",Fiber Atlas,142,/Volumes/projects_herting/LABDOCS/PROJECTS/ABCD/ABCD_Outcomes/ABCD-brain outcomes/AtlasTrack/fibertract_visualization/ABCD Atlas Track ROIs/fiber_142_mni.nii.gz
dmri_rsirni_fib_fscsrh,rsi,abcd_drsip101,restricted normalized isotropic diffusion AtlasTrack fiber segmentation right superior corticostriate-frontal cortex only,"FiberNumber
143    R superior corticostriate (frontal)
Name: LongFiberName, dtype: object",Fiber Atlas,143,/Volumes/projects_herting/LABDOCS/PROJECTS/ABCD/ABCD_Outcomes/ABCD-brain outcomes/AtlasTrack/fibertract_visualization/ABCD Atlas Track ROIs/fiber_143_mni.nii.gz
dmri_rsirni_fib_fscslh,rsi,abcd_drsip101,restricted normalized isotropic diffusion AtlasTrack fiber segmentation left superior corticostriate-frontal cortex only,"FiberNumber
144    L superior corticostriate (frontal)
Name: LongFiberName, dtype: object",Fiber Atlas,144,/Volumes/projects_herting/LABDOCS/PROJECTS/ABCD/ABCD_Outcomes/ABCD-brain outcomes/AtlasTrack/fibertract_visualization/ABCD Atlas Track ROIs/fiber_144_mni.nii.gz
dmri_rsirni_fib_pscsrh,rsi,abcd_drsip101,restricted normalized isotropic diffusion AtlasTrack fiber segmentation right superior corticostriate-parietal cortex only,"FiberNumber
145    R superior corticostriate (parietal)
Name: LongFiberName, dtype: object",Fiber Atlas,145,/Volumes/projects_herting/LABDOCS/PROJECTS/ABCD/ABCD_Outcomes/ABCD-brain outcomes/AtlasTrack/fibertract_visualization/ABCD Atlas Track ROIs/fiber_145_mni.nii.gz
dmri_rsirni_fib_pscslh,rsi,abcd_drsip101,restricted normalized isotropic diffusion AtlasTrack fiber segmentation left superior corticostriate-parietal cortex only,"FiberNumber
146    L superior corticostriate (parietal)
Name: LongFiberName, dtype: object",Fiber Atlas,146,/Volumes/projects_herting/LABDOCS/PROJECTS/ABCD/ABCD_Outcomes/ABCD-brain outcomes/AtlasTrack/fibertract_visualization/ABCD Atlas Track ROIs/fiber_146_mni.nii.gz
dmri_rsirni_fib_sifcrh,rsi,abcd_drsip101,restricted normalized isotropic diffusion AtlasTrack fiber segmentation right striatal inferior frontal cortex,"FiberNumber
147    R striatal inferior frontal cotex
Name: LongFiberName, dtype: object",Fiber Atlas,147,/Volumes/projects_herting/LABDOCS/PROJECTS/ABCD/ABCD_Outcomes/ABCD-brain outcomes/AtlasTrack/fibertract_visualization/ABCD Atlas Track ROIs/fiber_147_mni.nii.gz
dmri_rsirni_fib_sifclh,rsi,abcd_drsip101,restricted normalized isotropic diffusion AtlasTrack fiber segmentation left striatal inferior frontal cortex,"FiberNumber
148    L striatal inferior frontal cotex
Name: LongFiberName, dtype: object",Fiber Atlas,148,/Volumes/projects_herting/LABDOCS/PROJECTS/ABCD/ABCD_Outcomes/ABCD-brain outcomes/AtlasTrack/fibertract_visualization/ABCD Atlas Track ROIs/fiber_148_mni.nii.gz
dmri_rsirni_fib_ifsfcrh,rsi,abcd_drsip101,restricted normalized isotropic diffusion AtlasTrack fiber segmentation right inferior frontal superior frontal cortex,"FiberNumber
149    R inferior frontal superior frontal cortex
Name: LongFiberName, dtype: object",Fiber Atlas,149,/Volumes/projects_herting/LABDOCS/PROJECTS/ABCD/ABCD_Outcomes/ABCD-brain outcomes/AtlasTrack/fibertract_visualization/ABCD Atlas Track ROIs/fiber_149_mni.nii.gz
dmri_rsirni_fib_ifsfclh,rsi,abcd_drsip101,restricted normalized isotropic diffusion AtlasTrack fiber segmentation left inferior frontal superior frontal cortex,"FiberNumber
150    L inferior frontal superior frontal cortex
Name: LongFiberName, dtype: object",Fiber Atlas,150,/Volumes/projects_herting/LABDOCS/PROJECTS/ABCD/ABCD_Outcomes/ABCD-brain outcomes/AtlasTrack/fibertract_visualization/ABCD Atlas Track ROIs/fiber_150_mni.nii.gz
dmri_rsirni_scs_cbclh,rsi,abcd_drsip101,restricted normalized isotropic diffusion aseg subcortical segmentation left-cerebellum-cortex,,Subcortical,,/Volumes/projects_herting/LABDOCS/Personnel/Katie/deltaABCD_clustering/resources/harvox-subcortical-maxprob-thr50-2mm.nii
dmri_rsirni_scs_tplh,rsi,abcd_drsip101,restricted normalized isotropic diffusion aseg subcortical segmentation left-thalamus-proper,,Subcortical,,/Volumes/projects_herting/LABDOCS/Personnel/Katie/deltaABCD_clustering/resources/harvox-subcortical-maxprob-thr50-2mm.nii
dmri_rsirni_scs_cdlh,rsi,abcd_drsip101,restricted normalized isotropic diffusion aseg subcortical segmentation left-caudate,,Subcortical,,/Volumes/projects_herting/LABDOCS/Personnel/Katie/deltaABCD_clustering/resources/harvox-subcortical-maxprob-thr50-2mm.nii
dmri_rsirni_scs_ptlh,rsi,abcd_drsip101,restricted normalized isotropic diffusion aseg subcortical segmentation left-putamen,Left Putamen,Subcortical,6,/Volumes/projects_herting/LABDOCS/Personnel/Katie/deltaABCD_clustering/resources/harvox-subcortical-maxprob-thr50-2mm.nii
dmri_rsirni_scs_pllh,rsi,abcd_drsip101,restricted normalized isotropic diffusion aseg subcortical segmentation left-pallidum,Left Pallidum,Subcortical,7,/Volumes/projects_herting/LABDOCS/Personnel/Katie/deltaABCD_clustering/resources/harvox-subcortical-maxprob-thr50-2mm.nii
dmri_rsirni_scs_bs,rsi,abcd_drsip101,restricted normalized isotropic diffusion aseg subcortical segmentation brain-stem,Brain-Stem,Subcortical,8,/Volumes/projects_herting/LABDOCS/Personnel/Katie/deltaABCD_clustering/resources/harvox-subcortical-maxprob-thr50-2mm.nii
dmri_rsirni_scs_hclh,rsi,abcd_drsip101,restricted normalized isotropic diffusion aseg subcortical segmentation left-hippocampus,,Subcortical,,/Volumes/projects_herting/LABDOCS/Personnel/Katie/deltaABCD_clustering/resources/harvox-subcortical-maxprob-thr50-2mm.nii
dmri_rsirni_scs_aglh,rsi,abcd_drsip101,restricted normalized isotropic diffusion aseg subcortical segmentation left-amygdala,Left Amygdala,Subcortical,10,/Volumes/projects_herting/LABDOCS/Personnel/Katie/deltaABCD_clustering/resources/harvox-subcortical-maxprob-thr50-2mm.nii
dmri_rsirni_scs_ablh,rsi,abcd_drsip101,restricted normalized isotropic diffusion aseg subcortical segmentation left-accumbens-area,,Subcortical,,/Volumes/projects_herting/LABDOCS/Personnel/Katie/deltaABCD_clustering/resources/harvox-subcortical-maxprob-thr50-2mm.nii
dmri_rsirni_scs_vdclh,rsi,abcd_drsip101,restricted normalized isotropic diffusion aseg subcortical segmentation left-ventraldc,,Subcortical,,/Volumes/projects_herting/LABDOCS/Personnel/Katie/deltaABCD_clustering/resources/harvox-subcortical-maxprob-thr50-2mm.nii
dmri_rsirni_scs_cwmrh,rsi,abcd_drsip101,restricted normalized isotropic diffusion aseg subcortical segmentation right-cerebral-white-matter,,Subcortical,,/Volumes/projects_herting/LABDOCS/Personnel/Katie/deltaABCD_clustering/resources/harvox-subcortical-maxprob-thr50-2mm.nii
dmri_rsirni_scs_lvrh,rsi,abcd_drsip101,restricted normalized isotropic diffusion aseg subcortical segmentation right-lateral-ventricle,,Subcortical,,/Volumes/projects_herting/LABDOCS/Personnel/Katie/deltaABCD_clustering/resources/harvox-subcortical-maxprob-thr50-2mm.nii
dmri_rsirni_scs_ilvrh,rsi,abcd_drsip101,restricted normalized isotropic diffusion aseg subcortical segmentation right-inf-lat-vent,,Subcortical,,/Volumes/projects_herting/LABDOCS/Personnel/Katie/deltaABCD_clustering/resources/harvox-subcortical-maxprob-thr50-2mm.nii
dmri_rsirni_scs_cbcrh,rsi,abcd_drsip101,restricted normalized isotropic diffusion aseg subcortical segmentation right-cerebellum-cortex,,Subcortical,,/Volumes/projects_herting/LABDOCS/Personnel/Katie/deltaABCD_clustering/resources/harvox-subcortical-maxprob-thr50-2mm.nii
dmri_rsirni_scs_tprh,rsi,abcd_drsip101,restricted normalized isotropic diffusion aseg subcortical segmentation right-thalamus-proper,,Subcortical,,/Volumes/projects_herting/LABDOCS/Personnel/Katie/deltaABCD_clustering/resources/harvox-subcortical-maxprob-thr50-2mm.nii
dmri_rsirni_scs_cdrh,rsi,abcd_drsip101,restricted normalized isotropic diffusion aseg subcortical segmentation right-caudate,,Subcortical,,/Volumes/projects_herting/LABDOCS/Personnel/Katie/deltaABCD_clustering/resources/harvox-subcortical-maxprob-thr50-2mm.nii
dmri_rsirni_scs_ptrh,rsi,abcd_drsip101,restricted normalized isotropic diffusion aseg subcortical segmentation right-putamen,Right Putamen,Subcortical,17,/Volumes/projects_herting/LABDOCS/Personnel/Katie/deltaABCD_clustering/resources/harvox-subcortical-maxprob-thr50-2mm.nii
dmri_rsirni_scs_plrh,rsi,abcd_drsip101,restricted normalized isotropic diffusion aseg subcortical segmentation right-pallidum,Right Pallidum,Subcortical,18,/Volumes/projects_herting/LABDOCS/Personnel/Katie/deltaABCD_clustering/resources/harvox-subcortical-maxprob-thr50-2mm.nii
dmri_rsirni_scs_hcrh,rsi,abcd_drsip101,restricted normalized isotropic diffusion aseg subcortical segmentation right-hippocampus,,Subcortical,,/Volumes/projects_herting/LABDOCS/Personnel/Katie/deltaABCD_clustering/resources/harvox-subcortical-maxprob-thr50-2mm.nii
dmri_rsirni_scs_agrh,rsi,abcd_drsip101,restricted normalized isotropic diffusion aseg subcortical segmentation right-amygdala,Right Amygdala,Subcortical,20,/Volumes/projects_herting/LABDOCS/Personnel/Katie/deltaABCD_clustering/resources/harvox-subcortical-maxprob-thr50-2mm.nii
dmri_rsirni_scs_abrh,rsi,abcd_drsip101,restricted normalized isotropic diffusion aseg subcortical segmentation right-accumbens-area,,Subcortical,,/Volumes/projects_herting/LABDOCS/Personnel/Katie/deltaABCD_clustering/resources/harvox-subcortical-maxprob-thr50-2mm.nii
dmri_rsirni_scs_vdcrh,rsi,abcd_drsip101,restricted normalized isotropic diffusion aseg subcortical segmentation right-ventraldc,,Subcortical,,/Volumes/projects_herting/LABDOCS/Personnel/Katie/deltaABCD_clustering/resources/harvox-subcortical-maxprob-thr50-2mm.nii
dmri_rsirnigm_cdk_bstslh,rsi,abcd_drsip101,restricted normalized isotropic diffusion cortical gray matter Desikan cortical parcellation left hemisphere bankssts,ctx-lh-bankssts,Desikan,1001,/Users/katherine.b/nilearn_data/neurovault/collection_1446/image_23262.nii.gz
